time_stamp,vehicle_id,current_status,current_latitude,current_longitude,destination,platform_name,destination_latitude,destination_longitude,trip_name,stop_id,trip_id,sch_stop_id,sch_trip_id,actual_arrival_time,delay,scheduled_time
2023-10-03 08:34:57-04:00,13,IN_TRANSIT_TO,42.35792,-71.06548,Charles/MGH,Alewife,42.36126327514648,-71.07160186767578,,70074,59095615,70074,59095615,2023-10-03 08:37:04-04:00,1.0666666666666667,2023-10-03 08:36:00-04:00
2023-10-03 08:35:00-04:00,2,IN_TRANSIT_TO,42.28412,-71.03639,JFK/UMass,Alewife (from Braintree),42.3204345703125,-71.05221557617188,,70096,59095638,70061,59095629,2023-10-03 15:59:21-04:00,2.2419841444615725,2023-10-03 11:58:41.522491392-04:00
2023-10-03 08:35:03-04:00,8,IN_TRANSIT_TO,42.3962,-71.13938,Davis,Ashmont/Braintree,42.3967399597168,-71.12181854248047,,70063,59095677,70063,59095677,2023-10-03 08:40:24-04:00,3.4,2023-10-03 08:37:00-04:00
2023-10-03 08:35:10-04:00,1,IN_TRANSIT_TO,42.34366,-71.0569,South Station,Alewife,42.352272033691406,-71.05524444580078,,70080,59095741,70080,59095741,2023-10-03 08:36:45-04:00,-0.25,2023-10-03 08:37:00-04:00
2023-10-03 08:35:15-04:00,8,IN_TRANSIT_TO,42.39623,-71.13897,Davis,Ashmont/Braintree,42.3967399597168,-71.12181854248047,,70063,59095677,70063,59095677,2023-10-03 08:40:24-04:00,3.4,2023-10-03 08:37:00-04:00
2023-10-03 08:35:15-04:00,14,IN_TRANSIT_TO,42.3028,-71.05578,Savin Hill,Alewife,42.31059265136719,-71.0536117553711,,70088,59095616,70088,59095616,2023-10-03 08:36:40-04:00,4.666666666666667,2023-10-03 08:32:00-04:00
2023-10-03 08:35:19-04:00,7,IN_TRANSIT_TO,42.39787,-71.13092,Alewife,Red Line,42.39615631103516,-71.13996887207031,,70061,59095739,70061,59095739,2023-10-03 14:05:32.296273-04:00,2.2419841444615725,2023-10-03 08:35:00-04:00
2023-10-03 08:35:28-04:00,0,IN_TRANSIT_TO,42.32705,-71.05787,JFK/UMass,Braintree,42.32041931152344,-71.05228424072266,,70095,59095798,70095,59095798,2023-10-03 08:38:46-04:00,4.766666666666667,2023-10-03 08:34:00-04:00
2023-10-03 08:35:30-04:00,8,IN_TRANSIT_TO,42.39635,-71.13608,Davis,Ashmont/Braintree,42.3967399597168,-71.12181854248047,,70063,59095677,70063,59095677,2023-10-03 08:40:24-04:00,3.4,2023-10-03 08:37:00-04:00
2023-10-03 08:35:30-04:00,6,IN_TRANSIT_TO,42.36074,-71.06942,Park Street,Ashmont/Braintree,42.35639572143555,-71.06242370605469,,70075,59095799,70075,59095799,2023-10-03 08:37:09-04:00,5.15,2023-10-03 08:32:00-04:00
2023-10-03 08:35:34-04:00,1,INCOMING_AT,42.34511,-71.05582,South Station,Alewife,42.352272033691406,-71.05524444580078,,70080,59095741,70080,59095741,2023-10-03 08:36:45-04:00,-0.25,2023-10-03 08:37:00-04:00
2023-10-03 08:35:34-04:00,1,IN_TRANSIT_TO,42.34511,-71.05582,South Station,Alewife,42.352272033691406,-71.05524444580078,,70080,59095741,70080,59095741,2023-10-03 08:36:45-04:00,-0.25,2023-10-03 08:37:00-04:00
2023-10-03 08:35:36-04:00,2,IN_TRANSIT_TO,42.28579,-71.03854,JFK/UMass,Alewife (from Braintree),42.3204345703125,-71.05221557617188,,70096,59095638,70061,59095629,2023-10-03 15:59:21-04:00,2.2419841444615725,2023-10-03 11:58:41.522491392-04:00
